   1126, 0466,  3.604105
   1169, 0491,  3.856305
   1189, 04A5,  3.973607
   1192, 04A8,  3.991202
   1180, 049C,  3.920821
   1171, 0493,  3.868035
   1170, 0492,  3.862170
   1168, 0490,  3.850440
   1169, 0491,  3.856305
   1169, 0491,  3.856305
   1157, 0485,  3.785924
   1144, 0478,  3.709677
   1129, 0469,  3.621701
   1109, 0455,  3.504399
   1078, 0436,  3.322581
   1043, 0413,  3.117302
   1015, 03F7,  2.953079
    996, 03E4,  2.841642
    977, 03D1,  2.730205
    953, 03B9,  2.589443
    930, 03A2,  2.454545
    902, 0386,  2.290323
    877, 036D,  2.143695
    853, 0355,  2.002933
    827, 033B,  1.850440
    806, 0326,  1.727273
    776, 0308,  1.551320
    743, 02E7,  1.357771
    708, 02C4,  1.152493
    679, 02A7,  0.982405
    665, 0299,  0.900293
    652, 028C,  0.824047
    632, 0278,  0.706745
    612, 0264,  0.589443
    598, 0256,  0.507331
    587, 024B,  0.442815
    578, 0242,  0.390029
    564, 0234,  0.307918
    549, 0225,  0.219941
    538, 021A,  0.155425
    532, 0214,  0.120235
    521, 0209,  0.055718
    499, 01F3, -0.073314
    475, 01DB, -0.214076
    456, 01C8, -0.325513
    436, 01B4, -0.442815
    411, 019B, -0.589443
    391, 0187, -0.706745
    384, 0180, -0.747801
    379, 017B, -0.777126
    368, 0170, -0.841642
    354, 0162, -0.923754
    342, 0156, -0.994135
    331, 014B, -1.058651
    316, 013C, -1.146628
    295, 0127, -1.269795
    278, 0116, -1.369501
    267, 010B, -1.434018
    256, 0100, -1.498534
    244, 00F4, -1.568915
    236, 00EC, -1.615836
    219, 00DB, -1.715543
    189, 00BD, -1.891496
    164, 00A4, -2.038123
    146, 0092, -2.143695
    140, 008C, -2.178886
    135, 0087, -2.208211
    118, 0076, -2.307918
    102, 0066, -2.401760
     92, 005C, -2.460411
     92, 005C, -2.460411
     92, 005C, -2.460411
     84, 0054, -2.507331
     73, 0049, -2.571847
     69, 0045, -2.595308
     61, 003D, -2.642229
     44, 002C, -2.741935
     29, 001D, -2.829912
     21, 0015, -2.876833
      7, 0007, -2.958944
     -4, FFFC, -3.023460
      6, 0006, -2.964809
     23, 0017, -2.865103
     22, 0016, -2.870968
     17, 0011, -2.900293
     19, 0013, -2.888563
     19, 0013, -2.888563
     10, 000A, -2.941349
     -4, FFFC, -3.023460
     -6, FFFA, -3.035191
     -7, FFF9, -3.041056
    -22, FFEA, -3.129032
    -45, FFD3, -3.263930
    -65, FFBF, -3.381232
    -68, FFBC, -3.398827
    -61, FFC3, -3.357771
    -55, FFC9, -3.322581
    -55, FFC9, -3.322581
